// Banco de Dados de Quests
//
// Estrutura do Banco de Dados :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
// Traduzido de acordo com o questid2display do bRO [Asus]
//
2063,0,0,0,0,0,0,0,"O Corvo do Destino"
2064,0,0,0,0,0,0,0,"O Corvo do Destino"
2065,0,0,0,0,0,0,0,"O Corvo do Destino"
2066,0,0,0,0,0,0,0,"O Corvo do Destino"
2067,0,0,0,0,0,0,0,"O Corvo do Destino"
2068,0,0,0,0,0,0,0,"O Corvo do Destino"
2069,300,0,0,0,0,0,0,"Desfiladeiro de Tierra"
2070,300,0,0,0,0,0,0,"Arena de Flavius"
2071,0,0,0,0,0,0,0,"Propriedade Maldita"
2072,0,0,0,0,0,0,0,"Propriedade Maldita"
2073,0,0,0,0,0,0,0,"Propriedade Maldita"
2074,0,0,0,0,0,0,0,"Propriedade Maldita"
2075,0,0,0,0,0,0,0,"Propriedade Maldita"
2076,0,0,0,0,0,0,0,"Propriedade Maldita"
2077,0,0,0,0,0,0,0,"Propriedade Maldita"
2078,0,0,0,0,0,0,0,"Propriedade Maldita"
2079,0,0,0,0,0,0,0,"O passado deu errado"
2080,0,0,0,0,0,0,0,"O passado deu errado"
2081,0,0,0,0,0,0,0,"O passado deu errado"
2082,0,0,0,0,0,0,0,"O passado deu errado"
2083,0,0,0,0,0,0,0,"O passado deu errado"
2084,0,0,0,0,0,0,0,"O passado deu errado"
2085,0,0,0,0,0,0,0,"O passado deu errado"
2086,0,0,0,0,0,0,0,"A Empresa"
2087,0,0,0,0,0,0,0,"A Empresa"
2088,0,0,0,0,0,0,0,"A Empresa"
2089,0,0,0,0,0,0,0,"A Empresa"
2090,0,0,0,0,0,0,0,"A Empresa"
2091,0,0,0,0,0,0,0,"A Empresa"
2092,0,0,0,0,0,0,0,"A Empresa"
2093,0,0,0,0,0,0,0,"A Empresa"
2094,0,0,0,0,0,0,0,"A Empresa"
2095,0,0,0,0,0,0,0,"A Empresa"
//
2114,0,0,0,0,0,0,0,"Thor Volcano base camp"
2115,0,0,0,0,0,0,0,"Thor Volcano base camp"
2116,0,0,0,0,0,0,0,"Thor Volcano base camp"
2117,0,0,0,0,0,0,0,"Thor Volcano base camp"
2118,0,0,0,0,0,0,0,"Thor Volcano base camp"
2119,0,0,0,0,0,0,0,"Thor Volcano base camp"
2120,0,0,0,0,0,0,0,"Thor Volcano base camp"
2121,0,0,0,0,0,0,0,"Thor Volcano base camp"
2122,0,0,0,0,0,0,0,"Thor Volcano base camp"
2123,0,0,0,0,0,0,0,"Thor Volcano base camp"
2124,0,0,0,0,0,0,0,"Thor Volcano base camp"
2125,0,0,0,0,0,0,0,"Thor Volcano base camp"
2126,0,0,0,0,0,0,0,"Thor Volcano base camp"
2127,0,0,0,0,0,0,0,"Thor Volcano base camp"
2128,0,0,0,0,0,0,0,"Thor Volcano base camp"
2129,0,0,0,0,0,0,0,"Thor Volcano base camp"
2130,0,0,0,0,0,0,0,"Thor Volcano base camp"
2131,0,0,0,0,0,0,0,"Thor Volcano base camp"
//
2143,0,0,0,0,0,0,0,"Calabouço de Clãs"
2144,0,0,0,0,0,0,0,"Calabouço de Clãs"
//
2147,0,0,0,0,0,0,0,"Nova Atitude"
2148,0,0,0,0,0,0,0,"Nova Atitude"
2149,0,0,0,0,0,0,0,"Nova Atitude"
2150,0,1995,30,0,0,0,0,"Nova Atitude"
2151,0,1992,10,0,0,0,0,"Nova Atitude"
2152,0,0,0,0,0,0,0,"Nova Atitude"
2153,0,0,0,0,0,0,0,"Nova Atitude"
2154,0,0,0,0,0,0,0,"Nova Atitude"
2155,0,0,0,0,0,0,0,"Nova Atitude"
2156,0,0,0,0,0,0,0,"Nova Atitude"
2157,0,1986,10,0,0,0,0,"Nova Atitude"
2158,0,0,0,0,0,0,0,"A Fada"
2159,0,0,0,0,0,0,0,"O Homem-Árvore"
2179,0,0,0,0,0,0,0,"Continuous Research"
2180,0,0,0,0,0,0,0,"Continuous Research"
2181,0,0,0,0,0,0,0,"Continuous Research"
2182,64800,0,0,0,0,0,0,"Continuous Research"
2183,0,0,0,0,0,0,0,"Perfume"
2184,0,0,0,0,0,0,0,"Perfume"
2185,0,0,0,0,0,0,0,"Perfume"
2186,64800,0,0,0,0,0,0,"Perfume"
//
2109,0,0,0,0,0,0,0,"A Mage in the Ice Dungeon"
2110,0,0,0,0,0,0,0,"A Mage in the Ice Dungeon"
2111,0,0,0,0,0,0,0,"A Mage in the Ice Dungeon"
2112,0,0,0,0,0,0,0,"A Mage in the Ice Dungeon"
2113,0,0,0,0,0,0,0,"A Mage in the Ice Dungeon"
//
3000,0,0,0,0,0,0,0,"Mudança de Classe: Bardo"
3001,0,0,0,0,0,0,0,"Mudança de Classe: Bardo"
3002,0,0,0,0,0,0,0,"Mudança de Classe: Bardo"
3003,0,0,0,0,0,0,0,"Mudança de Classe: Bardo"
3004,0,0,0,0,0,0,0,"Mudança de Classe: Bardo"
3006,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3007,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3008,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3009,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3010,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3011,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3012,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3013,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3014,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3015,0,0,0,0,0,0,0,"Mudança de Classe: Templário"
3016,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3017,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3018,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3019,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3020,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3021,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3022,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3023,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3024,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3025,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3026,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3027,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3028,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3029,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3030,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3031,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3032,0,0,0,0,0,0,0,"Mudança de Classe: Monge"
3040,43200,0,0,0,0,0,0,"A Maldição do Bafomé"
3041,180,0,0,0,0,0,0,"A Maldição do Bafomé"
3042,0,0,0,0,0,0,0,"O Boneco de Bafomé Maldito"
3043,0,0,0,0,0,0,0,"Os Chifres Místicos de Bafomé"
3044,0,0,0,0,0,0,0,"The Gigantic Magestic Goat"
3045,9600,0,0,0,0,0,0,"Sealed Shrine"
3046,0,0,0,0,0,0,0,"Sealed Shrine After-effect"
//
3050,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3051,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3052,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3053,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3054,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3055,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3056,0,0,0,0,0,0,0,"Ressurreição de Morroc"
3060,0,0,0,0,0,0,0,"Irmãos em Veins"
3061,0,0,0,0,0,0,0,"Irmãos em Veins"
3062,0,0,0,0,0,0,0,"Irmãos em Veins"
3063,0,0,0,0,0,0,0,"Irmãos em Veins"
3064,0,0,0,0,0,0,0,"Irmãos em Veins"
3065,0,0,0,0,0,0,0,"Irmãos em Veins"
3066,0,0,0,0,0,0,0,"Irmãos em Veins"
3067,0,0,0,0,0,0,0,"Irmãos em Veins"
3068,0,0,0,0,0,0,0,"Irmãos em Veins"
3069,0,0,0,0,0,0,0,"Irmãos em Veins"
3070,0,0,0,0,0,0,0,"Irmãos em Veins"
3071,0,0,0,0,0,0,0,"Irmãos em Veins"
3072,0,0,0,0,0,0,0,"Irmãos em Veins"
3073,0,0,0,0,0,0,0,"Irmãos em Veins"
3074,0,0,0,0,0,0,0,"Irmãos em Veins"
3075,0,0,0,0,0,0,0,"Irmãos em Veins"
3076,0,0,0,0,0,0,0,"Irmãos em Veins"
3077,0,0,0,0,0,0,0,"Irmãos em Veins"
3078,0,0,0,0,0,0,0,"Irmãos em Veins"
3079,0,0,0,0,0,0,0,"Irmãos em Veins"
3080,0,0,0,0,0,0,0,"Irmãos em Veins"
3081,0,0,0,0,0,0,0,"Irmãos em Veins"
3082,0,0,0,0,0,0,0,"Irmãos em Veins"
3083,0,0,0,0,0,0,0,"Irmãos em Veins"
3085,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3086,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3087,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3088,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3089,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3090,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3091,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3092,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3093,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
3094,0,0,0,0,0,0,0,"Relatório ao Velho Mundo"
//
3100,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Lost Bond of Debt"
3101,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Strange Heap of Earth"
3102,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Bond of Debt Found, but..."
3103,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Inventor Dorian"
3104,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repair Materials of Magic Dryer"
3105,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer"
3106,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer Failed"
3107,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer Successful"
3108,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Let's Run the Magic Dryer"
3109,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Restoring the Bond of Debt"
3110,0,0,0,0,0,0,0,"Stolen Diamond - Tracking the Diamond"
3111,0,0,0,0,0,0,0,"Stolen Diamond - Leblo's Favor"
3112,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3113,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3114,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3115,0,0,0,0,0,0,0,"Stolen Diamond - Leblo's Information"
3116,0,0,0,0,0,0,0,"Stolen Diamond - Information from Rogue Investigator"
3117,0,0,0,0,0,0,0,"Stolen Diamond - Odd Switches"
3118,0,0,0,0,0,0,0,"Stolen Diamond - Diamond Found!"
3119,0,0,0,0,0,0,0,"Z Gang Wanted - Wanted Notice"
3120,0,0,0,0,0,0,0,"Z Gang Wanted - About Z Gang"
3121,0,0,0,0,0,0,0,"Z Gang Wanted - Valdes's Favor"
3122,0,0,0,0,0,0,0,"Z Gang Wanted - Information from Valdes"
3123,0,0,0,0,0,0,0,"Z Gang Wanted - Marybell's Test"
3124,0,0,0,0,0,0,0,"Z Gang Wanted - Challenging Moonho Ahn"
3125,0,0,0,0,0,0,0,"Z Gang Wanted - Challenging Moonho Ahn"
3126,0,0,0,0,0,0,0,"Z Gang Wanted - Information from Marybell"
3127,0,0,0,0,0,0,0,"Z Gang Wanted - Z Gang's Attack"
3128,0,0,0,0,0,0,0,"Z Gang Wanted - Z Gang's Attack"
3129,0,0,0,0,0,0,0,"Z Gang Wanted - Strange Letter"
3130,0,0,0,0,0,0,0,"Z Gang Wanted - Decrypting the letter..."
3131,0,0,0,0,0,0,0,"Z Gang Wanted - Code's Broken!"
3132,0,0,0,0,0,0,0,"Z Gang Wanted - Find the Z Gang's Agit"
3133,0,0,0,0,0,0,0,"Z Gang Wanted - Agit Found!"
3134,0,0,0,0,0,0,0,"Z Gang Wanted - Clean Sweep of Z Gang"
//3135,0,0,0,0,0,0,0,"¼¼°è¼öÀÇ ¼Õ»ó - µÕÁöÀÇ ¾ÈÁ¤È­"
//
4000,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4001,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4002,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4003,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4004,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4005,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4006,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4007,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4008,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4009,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4010,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4011,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4012,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4013,0,0,0,0,0,0,0,"Mudança de Classe: Caçador"
4015,0,0,0,0,0,0,0,"Tornando-se um Avaliador"
4016,0,0,0,0,0,0,0,"Prova de Qualificação"
4017,0,0,0,0,0,0,0,"Teste de Qualificação"
4018,0,0,0,0,0,0,0,"Encontro dos Príncipes"
4020,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4021,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4022,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4023,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4024,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4025,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4026,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4027,0,0,0,0,0,0,0,"Entrevista com o Príncipe"
4028,0,0,0,0,0,0,0,"O Favor de Peter"
4029,0,0,0,0,0,0,0,"O Favor da Garota"
4030,0,0,0,0,0,0,0,"A História de Ahrum e Ernst"
4031,0,0,0,0,0,0,0,"A História de Ahrum e Ernst"
4032,0,0,0,0,0,0,0,"Conspiração das duas famílias"
4033,0,0,0,0,0,0,0,"Morte de Ahrum"
//
6000,0,0,0,0,0,0,0,"Mudança de Classe: Taekwon"
6001,0,0,0,0,0,0,0,"Mudança de Classe: Taekwon"
6002,0,0,0,0,0,0,0,"Mudança de Classe: Taekwon"
6005,0,0,0,0,0,0,0,"Mudança de Classe: Espiritualista"
6006,0,0,0,0,0,0,0,"Mudança de Classe: Espiritualista"
6007,0,0,0,0,0,0,0,"Mudança de Classe: Espiritualista"
6008,0,0,0,0,0,0,0,"Mudança de Classe: Espiritualista"
6010,0,0,0,0,0,0,0,"Mudança de Classe: Super Aprendiz"
6015,0,0,0,0,0,0,0,"Um favor para Cougar"
6016,0,0,0,0,0,0,0,"Favor para um Homem Suspeito"
6017,0,0,0,0,0,0,0,"Resposta de Red Leopard Joe"
6018,0,0,0,0,0,0,0,"Loucura de Cougar"
6020,0,0,0,0,0,0,0,"Carta do Mestre Miller"
6021,0,0,0,0,0,0,0,"Amuleto do Chifre de Touro Inteligente"
6022,0,0,0,0,0,0,0,"Criando um Amuleto"
6023,0,0,0,0,0,0,0,"Favor para Chifre de Touro Inteligente"
6024,0,0,0,0,0,0,0,"Mudança de Classe: Justiceiro!"
6025,300,0,0,0,0,0,0,"KVM"
//
7000,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7001,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7002,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7003,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7004,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7005,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7006,0,0,0,0,0,0,0,"Mudança de Classe: Odalisca!"
7007,0,0,0,0,0,0,0,"Solar, Lunar, Estelar"
7008,0,0,0,0,0,0,0,"Solar, Lunar, Estelar"
7009,0,0,0,0,0,0,0,"Solar, Lunar, Estelar"
7010,0,0,0,0,0,0,0,"Solar, Lunar, Estelar"
7011,0,0,0,0,0,0,0,"Solar, Lunar, Estelar"
7012,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7013,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7014,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7015,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7016,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7017,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7018,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7019,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7020,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7021,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7022,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7023,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7024,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7025,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7026,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7027,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7028,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7029,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7030,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7031,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7032,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7033,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7034,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7035,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7036,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7037,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7038,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7039,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7040,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7041,0,0,0,0,0,0,0,"Caça ao Culto de Morroc"
7042,0,0,0,0,0,0,0,"Meio-Expediente"
7043,0,0,0,0,0,0,0,"Meio-Expediente"
7044,0,0,0,0,0,0,0,"Meio-Expediente"
7045,0,0,0,0,0,0,0,"Meio-Expediente"
7046,0,0,0,0,0,0,0,"Meio-Expediente"
7047,18000,0,0,0,0,0,0,"Meio-Expediente"
7048,0,0,0,0,0,0,0,"Torre de Thanatos"
7049,0,0,0,0,0,0,0,"Torre de Thanatos"
7050,0,0,0,0,0,0,0,"Torre de Thanatos"
7051,0,0,0,0,0,0,0,"Torre de Thanatos"
7052,0,0,0,0,0,0,0,"Torre de Thanatos"
7053,0,0,0,0,0,0,0,"Torre de Thanatos"
7054,0,0,0,0,0,0,0,"Mue's Favor - Teach them a lesson!"
7055,0,0,0,0,0,0,0,"Mue's Favor - Not the cat!"
7056,0,0,0,0,0,0,0,"Messenger - Arch's Favor"
7057,0,0,0,0,0,0,0,"Messenger - Arch's Favor"
7058,0,0,0,0,0,0,0,"Messenger - Arch's Favor"
7059,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7060,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7061,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7062,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7063,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7064,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7065,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7066,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7067,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7068,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7069,0,0,0,0,0,0,0,"Messenger - Too late!"
7070,0,0,0,0,0,0,0,"Messenger - Terra's Return"
7071,0,0,0,0,0,0,0,"Messenger - Invitation"
//
8000,0,0,0,0,0,0,0,"Desistindo: Mercenário"
8001,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8002,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8003,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8004,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8005,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8006,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8007,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8008,0,0,0,0,0,0,0,"Mudança de Classe: Mercenário"
8009,0,0,0,0,0,0,0,"Applying for Job Change to Priest"
8010,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8011,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8012,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8013,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8014,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8015,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8016,0,0,0,0,0,0,0,"Mudança de Classe: Sacerdote"
8017,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8018,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8019,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8020,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8021,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8022,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8023,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8024,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8025,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8026,0,0,0,0,0,0,0,"Fábrica de Einbroch"
